neighbourhood,neighbourhood_group,Area,Type,Latitude,Longitude,Bath_s_,Bedroom_s_,Rent,Crime Rate
Tele Garden (T&T ECHS), Islamabad,8,House,33.6292976,72.8758473,3,3,35,Low
Pakistan Town - Phase 1, Islamabad,10,House,33.6170537,73.1200802,5,6,110,Low
Pakistan Town - Phase 1, Islamabad,10,House,33.6170537,73.1200802,6,6,100,Low
Zaraj Scheme - Sector C, Islamabad,10,House,33.514688,73.1429768,5,5,100,Low
Mumtaz City - Ravi Block, Islamabad,7,House,33.5992169,72.8367535,2,2,40,Low
Mumtaz City - Ravi Block, Islamabad,6,House,33.5992169,72.8367535,2,2,35,Low
Samarzar Housing Society, Rawalpindi,3.5,House,33.5262057,73.0484977,2,2,14,Low
Satellite Town - Block C, Rawalpindi,5,House,33.6455173,73.0591648,4,4,100,Low
Bahria Enclave - Sector C, Islamabad,20,House,33.6932161,73.1737062,5,5,180,Low
Bahria Enclave - Sector G, Islamabad,5,House,33.4858467,73.1058886,4,3,65,Low
Bahria Enclave - Sector G, Islamabad,5,House,33.4858464,73.1007386,4,3,65,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,5,5,55,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,6,5,75,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,75,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,70,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,3,3,65,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,65,Low
Bahria Enclave - Sector H, Islamabad,5,House,33.6875761,73.1880719,4,3,50,Low
Bahria Enclave - Sector I, Islamabad,9,House,33.6934551,73.211634,6,5,160,Low
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,6,5,200,Low
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,5,5,125,Low
Bahria Enclave - Sector M, Islamabad,10,House,33.6948196,73.2142236,4,4,100,Low
Naval Anchorage - Block F, Islamabad,20,House,33.5716886,73.1690887,6,6,180,Low
Naval Anchorage - Block F, Islamabad,20,House,33.5716681,73.1278824,6,6,170,Low
Rail View Housing Society, Rawalpindi,5,House,33.5981158,73.1180581,2,2,20,Low
Bahria Town - Civic Centre, Rawalpindi,36,House,33.5502885,73.1213797,5,5,800,Low
Bahria Town - Civic Centre, Rawalpindi,10,House,33.5502885,73.1213797,5,5,250,Low
Bahria Town - Civic Centre, Rawalpindi,10,House,33.5502885,73.1213797,5,5,190,Low
Bahria Town - Civic Centre, Rawalpindi,2.4,House,33.5502885,73.1213797,1,1,35,Low
CBR Town Phase 1 - Block D, Islamabad,7,House,33.559213,73.1316657,5,4,90,Low
CBR Town Phase 1 - Block D, Islamabad,7,House,33.559213,73.1316657,2,2,35,Low
Gulbahar Scheme - Sector 1, Rawalpindi,3,House,33.5852918,73.103149,1,2,10,Low
Gulbahar Scheme - Sector 1, Rawalpindi,3,House,33.5852931,73.1134492,1,2,10,Low
National Police Foundation, Islamabad,10,House,33.6755246,73.0276691,3,3,50,Low
Bahria Intellectual Village, Rawalpindi,20,House,33.52721365,73.09296933,6,7,310,Low
Bahria Intellectual Village, Rawalpindi,20,House,33.52721365,73.09296933,6,7,300,Low
Defence Executive Apartments, Islamabad,8.7,House,33.5235641,73.1475531,3,3,65,Low
Bahria Town - Safari Villas 2, Rawalpindi,10,House,33.538029,73.1083068,4,4,100,Low
Bahria Town Phase 2 Extension, Rawalpindi,10,House,33.5604831,73.1172967,6,5,110,Low
Bahria Town Phase 8 - Block B, Rawalpindi,14,House,33.4950996,73.0614319,8,7,180,Low
Bahria Town Phase 8 - Block B, Rawalpindi,13,House,33.4950996,73.0614319,6,5,120,Low
Bahria Town Phase 8 - Block B, Rawalpindi,10,House,33.4950996,73.0614319,5,5,95,Low
Bahria Town Phase 8 - Block B, Rawalpindi,10,House,33.4950996,73.0614319,5,5,90,Low
Bahria Town Phase 8 - Block B, Rawalpindi,10,House,33.4950996,73.0614319,5,5,88,Low
Bahria Town Phase 8 - Block B, Rawalpindi,10,House,33.4950996,73.0614319,5,5,85,Low
Bahria Town Phase 8 - Block C, Rawalpindi,10,House,33.4943477,73.0651262,6,5,110,Low
Bahria Town Phase 8 - Block M, Rawalpindi,5,House,33.4824564,73.008684,3,3,55,Low
Bahria Town Phase 8 Extension, Rawalpindi,7,House,33.4786346,73.0460247,3,3,160,Low
Margalla View Housing Society, Islamabad,4.4,House,33.6684839,72.860548,5,5,45,Low
Margalla View Housing Society, Islamabad,14,House,33.6684839,72.860548,10,10,150,Low
Margalla View Housing Society, Islamabad,3.5,House,33.6684839,72.860548,3,3,30,Low
PWD Housing Society - Block B, Islamabad,12,House,33.5715107,73.1355867,6,6,120,Low
PWD Housing Society - Block B, Islamabad,10,House,33.5715107,73.1355867,6,6,80,Low
PWD Housing Society - Block C, Islamabad,10,House,33.5682066,73.1190418,6,6,90,Low
PWD Housing Society - Block C, Islamabad,10,House,33.5682066,73.1190418,6,4,85,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,12,House,33.5992105,73.1199147,4,4,50,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,12,House,33.5992108,73.1250647,4,4,50,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,20,House,33.5992108,73.1250647,3,3,70,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,10,House,33.5992108,73.1250647,4,3,55,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,10,House,33.5992105,73.1199147,3,3,45,Low
Gulzar-e-Quaid Housing Society, Rawalpindi,10,House,33.5992108,73.1250647,3,3,45,Low
National Police Foundation O-9, Islamabad,20,House,33.5665034,73.1309104,6,6,160,Low
National Police Foundation O-9, Islamabad,20,House,33.5665034,73.1309104,6,6,130,Low
Bahria Safari Valley - Sector A, Rawalpindi,20,House,33.4948794,73.0741286,6,6,195,Low
Bahria Safari Valley - Sector B, Rawalpindi,8,House,33.4948794,73.0741286,4,5,170,Low
Bahria Safari Valley - Sector C, Rawalpindi,5,House,33.4948794,73.0741286,2,2,42,Low
Bahria Safari Valley - Sector C, Rawalpindi,5,House,33.4948794,73.0741286,2,2,36,Low
Bahria Safari Valley - Sector C, Rawalpindi,5,House,33.4948794,73.0741286,2,2,35,Low
Bahria Town Phase 8 - Ali Block, Rawalpindi,5,House,33.4824564,73.008684,2,3,55,Low
Bahria Town Phase 8 - Club City, Rawalpindi,20,House,33.4810103,73.0483149,6,6,145,Low
Gulraiz Housing Society Phase 2, Rawalpindi,20,House,33.5651792,73.0949166,8,6,100,Low
Gulraiz Housing Society Phase 2, Rawalpindi,10,House,33.5651792,73.0949166,6,6,90,Low
Gulraiz Housing Society Phase 2, Rawalpindi,10,House,33.5651792,73.0949166,6,6,80,Low
Gulraiz Housing Society Phase 2, Rawalpindi,5.6,House,33.5651792,73.0949166,4,4,55,Low
Gulraiz Housing Society Phase 2, Rawalpindi,5,House,33.5651779,73.0846164,4,4,55,Low
Gulraiz Housing Society Phase 2, Rawalpindi,5,House,33.5651792,73.0949166,4,4,55,Low
Gulraiz Housing Society Phase 2, Rawalpindi,3,House,33.5651792,73.0949166,2,2,22,Low
Gulraiz Housing Society Phase 3, Rawalpindi,10,House,33.5678535,73.1022847,6,6,80,Low
Gulraiz Housing Society Phase 3, Rawalpindi,12,House,33.5678535,73.1022847,6,5,85,Low
Gulraiz Housing Society Phase 3, Rawalpindi,7,House,33.5678535,73.1022847,6,5,65,Low
Gulraiz Housing Society Phase 3, Rawalpindi,12,House,33.5678535,73.1022847,5,4,85,Low
Gulraiz Housing Society Phase 3, Rawalpindi,10,House,33.5678535,73.1022847,6,4,85,Low
Gulraiz Housing Society Phase 3, Rawalpindi,7,House,33.5678535,73.1022847,4,4,65,Low
Gulraiz Housing Society Phase 4, Rawalpindi,20,House,33.5651792,73.0949194,6,5,115,Low
Gulraiz Housing Society Phase 4, Rawalpindi,14,House,33.5651779,73.0846193,4,3,45,Low
Gulraiz Housing Society Phase 4, Rawalpindi,14,House,33.5651792,73.0949194,4,3,45,Low
Gulraiz Housing Society Phase 6, Rawalpindi,10,House,33.5651792,73.0949166,5,5,130,Low
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824564,73.008684,4,5,75,Low
Bahria Town Phase 8 - Usman Block, Rawalpindi,7,House,33.4824788,73.0560701,3,3,82,Low
Emaar Canyon Views - Alma 1 Block, Islamabad,14,House,33.5171089,73.1832663,3,3,100,Low
Airport Housing Society - Sector 1, Rawalpindi,20,House,33.5908069,73.1204781,6,8,100,Low
Airport Housing Society - Sector 1, Rawalpindi,20,House,33.5908072,73.1256281,6,6,150,Low
Airport Housing Society - Sector 1, Rawalpindi,20,House,33.5908069,73.1204781,6,6,120,Low
Airport Housing Society - Sector 2, Rawalpindi,5,House,33.5901064,73.1268218,4,4,50,Low
Airport Housing Society - Sector 3, Rawalpindi,3,House,33.5870034,73.130228,3,3,2.7,Low
Airport Housing Society - Sector 4, Rawalpindi,5,House,33.5939104,73.125769,4,4,50,Low
Airport Housing Society - Sector 4, Rawalpindi,5,House,33.5939104,73.125769,6,4,50,Low
Airport Housing Society - Sector 4, Rawalpindi,5,House,33.5939104,73.125769,4,4,45,Low
Airport Housing Society - Sector 4, Rawalpindi,9,House,33.5939104,73.125769,3,3,32,Low
Airport Housing Society - Sector 4, Rawalpindi,5,House,33.5939104,73.125769,3,2,26,Low
Bahria Business District - Block C, Rawalpindi,10,House,33.500726,73.0593633,5,5,100,Low
Bahria Town Phase 8 - Safari Homes, Rawalpindi,8,House,33.4824437,73.0085635,3,3,75,Low
Bahria Town Phase 8 - Safari Homes, Rawalpindi,5,House,33.4824437,73.0085635,2,2,36,Low
Bahria Town Phase 8 - Awami Villas 1, Rawalpindi,5,House,33.4984528,73.0988222,1,2,55,Low
Bahria Town Phase 8 - Awami Villas 1, Rawalpindi,5,House,33.4984528,73.0988222,1,2,50,Low
Bahria Town Phase 8 - Awami Villas 1, Rawalpindi,5,House,33.4984528,73.0988222,1,2,30,Low
Bahria Town Phase 8 - Awami Villas 1, Rawalpindi,5,House,33.4984528,73.0988222,1,2,28,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,2,2,65,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,1,2,63,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4961635,73.1075361,1,2,60,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,2,2,34,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,2,2,33,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4961635,73.1075361,1,2,31,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,1,2,31,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,1,2,30,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4961635,73.1075361,1,2,30,Low
Bahria Town Phase 8 - Awami Villas 2, Rawalpindi,5,House,33.4960007,73.1078767,2,2,25,Low
Bahria Town Phase 8 - Abu Bakar Block, Rawalpindi,8,House,33.4824788,73.0560701,5,5,85,Low
Bahria Town Phase 3 - Executive Lodges, Rawalpindi,22,House,33.5517181,73.12228539,5,7,235,Low
National Police Foundation O-9 - Block B, Islamabad,20,House,33.5677534,73.1310641,6,6,130,Low
National Police Foundation O-9 - Block C, Islamabad,10,House,33.5677534,73.1310641,5,5,110,Low
National Police Foundation O-9 - Block C, Islamabad,5,House,33.5677534,73.1310641,4,4,55,Low
National Police Foundation O-9 - Block D, Islamabad,20,House,33.5665034,73.1309104,4,3,60,Low
Bahria Town Phase 8 - Eden Lake View Block, Rawalpindi,10,House,33.502684,73.0854677,6,5,115,Low
Bahria Town Phase 8 - Eden Lake View Block, Rawalpindi,10,House,33.502684,73.0854677,5,5,95,Low
Bahria Town Phase 8 - Eden Lake View Block, Rawalpindi,10,House,33.502684,73.0854677,3,3,62,Low
Bahria Greens - Overseas Enclave - Sector 3, Rawalpindi,20,House,33.5080044,73.0597254,6,5,210,Low
E-7, Islamabad,40,House,33.7253134,73.04544231,6,8,1600,Low
E-7, Islamabad,40,House,33.7253134,73.04544231,6,7,1300,Low
E-7, Islamabad,24,House,33.7253134,73.04544231,6,6,820,Low
E-7, Islamabad,24,House,33.7253134,73.04544231,6,6,600,Low
E-7, Islamabad,24,House,33.7253134,73.04544231,6,5,700,Low
E-7, Islamabad,40,House,33.7253134,73.04544231,5,4,760,Low
E-7, Islamabad,28,House,33.7253134,73.04544231,5,4,760,Low
E-7, Islamabad,20,House,33.7253134,73.04544231,4,3,400,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,5,5,2200,Low
F-6, Islamabad,64,House,33.7286213,73.0735239,5,11,2200,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,5,11,1675,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,10,900,Low
F-6, Islamabad,80,House,33.7286213,73.0735239,5,9,3000,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,9,2200,Low
F-6, Islamabad,26,House,33.7286213,73.0735239,9,9,1000,Low
F-6, Islamabad,80,House,33.7286213,73.0735239,6,8,3000,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,5,8,2200,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,6,8,1500,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,8,1500,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,9,8,1400,Low
F-6, Islamabad,90,House,33.7286213,73.0735239,6,7,3000,Low
F-6, Islamabad,50,House,33.7286213,73.0735239,6,7,2000,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,8,7,1680,Low
F-6, Islamabad,72,House,33.7286213,73.0735239,6,7,1500,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,6,7,1250,Low
F-6, Islamabad,44,House,33.7286213,73.0735239,6,7,1200,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,7,7,1100,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,7,800,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,7,800,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,6,7,750,Low
F-6, Islamabad,17.8,House,33.7286213,73.0735239,8,7,750,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,6,1700,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,6,6,1350,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,7,6,1280,Low
F-6, Islamabad,30,House,33.7286213,73.0735239,6,6,1200,Low
F-6, Islamabad,28,House,33.7286213,73.0735239,6,6,1200,Low
F-6, Islamabad,26,House,33.7286213,73.0735239,6,6,1200,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,5,6,1200,Low
F-6, Islamabad,16,House,33.7286213,73.0735239,6,6,1150,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,6,6,1000,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,6,920,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,6,800,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,6,780,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,6,6,750,Low
F-6, Islamabad,80,House,33.7286213,73.0735239,6,5,2200,Low
F-6, Islamabad,80,House,33.7286213,73.0735239,6,5,2000,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,5,5,1400,Low
F-6, Islamabad,32,House,33.7286213,73.0735239,6,5,1255,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,1250,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,1125,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,1075,Low
F-6, Islamabad,17.8,House,33.7286213,73.0735239,6,5,1065,Low
F-6, Islamabad,80,House,33.7286213,73.0735239,5,5,1000,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,6,5,825,Low
F-6, Islamabad,26,House,33.7286213,73.0735239,6,5,800,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,800,Low
F-6, Islamabad,12,House,33.7286213,73.0735239,6,5,750,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,5,740,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,720,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,5,5,700,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,5,700,Low
F-6, Islamabad,26,House,33.7286213,73.0735239,6,5,700,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,700,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,5,680,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,5,650,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,6,5,650,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,6,5,650,Low
F-6, Islamabad,48,House,33.7286213,73.0735239,5,4,1030,Low
F-6, Islamabad,50,House,33.7286213,73.0735239,5,4,1000,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,4,925,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,4,4,900,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,4,855,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,4,4,850,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,4,4,850,Low
F-6, Islamabad,32,House,33.7286213,73.0735239,5,4,850,Low
F-6, Islamabad,5.8,House,33.7286213,73.0735239,5,4,850,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,4,4,765,Low
F-6, Islamabad,40,House,33.7286213,73.0735239,5,4,750,Low
F-6, Islamabad,26,House,33.7286213,73.0735239,5,4,730,Low
F-6, Islamabad,24,House,33.7286213,73.0735239,4,4,700,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,5,4,655,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,4,650,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,5,4,600,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,3,3,500,Low
F-6, Islamabad,22,House,33.7286213,73.0735239,3,3,455,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,3,3,450,Low
F-6, Islamabad,20,House,33.7286213,73.0735239,3,3,400,Low
F-6, Islamabad,6.7,House,33.7286213,73.0735239,2,2,75,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,8,House,33.503346,73.0908442,5,5,80,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,8,House,33.503346,73.0908442,5,5,75,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,8,House,33.503346,73.0908442,5,5,70,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,4,70,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,4,60,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,4,50,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,70,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,3,3,65,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,6,House,33.503346,73.0908442,3,3,60,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,60,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,58,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,3,3,55,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,55,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,54,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,3,3,52,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,4,3,52,Low
Bahria Town Phase 8 - Rafi Block, Rawalpindi,5,House,33.503346,73.0908442,3,3,50,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,300,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,110,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,80,Low
Bahria Town Phase 8, Rawalpindi,14,House,33.53082195,73.11836633,6,8,165,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,6,6,250,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,6,250,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,6,6,230,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,6,6,220,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,6,195,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,6,185,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,5,5,400,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,5,5,350,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,260,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,250,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,230,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,6,5,220,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,220,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,220,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,210,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,210,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,200,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,200,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,130,Low
Bahria Town Phase 8, Rawalpindi,11,House,33.53082195,73.11836633,6,5,120,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,120,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,115,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,110,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,105,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,105,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,100,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,100,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,99,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,98,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,97,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,96,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,95,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,6,5,95,Low
Bahria Town Phase 8, Rawalpindi,10,House,33.53082195,73.11836633,5,5,90,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,90,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,87,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,86,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,85,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,85,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,83,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,82,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,80,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,79,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,78,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,77,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,76,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,4,5,75,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,75,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,6,5,75,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,75,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,7,5,75,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,73,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,5,5,70,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,70,Low
Bahria Town Phase 8, Rawalpindi,7,House,33.53082195,73.11836633,6,5,60,Low
Bahria Town Phase 8, Rawalpindi,20,House,33.53082195,73.11836633,5,4,200,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,4,180,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,4,170,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,4,165,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,4,150,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,4,145,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,4,60,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,4,60,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,4,55,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,4,50,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,3,160,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,3,3,150,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,150,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,4,3,150,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,3,150,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,3,120,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,100,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,3,3,60,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,60,Low
Bahria Town Phase 8, Rawalpindi,8,House,33.53082195,73.11836633,4,3,60,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,3,60,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,3,3,58,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,4,3,58,Low
Bahria Town Phase 8, Rawalpindi,5,House,33.53082195,73.11836633,5,3,58,Low
