hotel,hotel_id,images-src,guests,bedroom,bath,price_per_night($),price_id,location,host,Hotel_rating,Hotel_ratingid,userName,userid,RatingbyUsers,userLocation,userCity,locationid,Comments,Crime Rate
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ahmed,73,4,"Riyadh, Saudi Arabia",nill,1,It was my third stay. I will prefer again.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Salman,219,4,1 year on Airbnb,nill,1,Cozy n comfortable,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Salman,219,3,1 year on Airbnb,nill,1,Cool 👍,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Mariaa,840,5,"Rawalpindi, Pakistan",nill,1,"Lovely place - lovely people!
Great experience",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Umar,250,4,2 years on Airbnb,nill,1,Great stay as always. Looking forward to the next time I visit.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ayy,841,3,7 years on Airbnb,nill,1,"Great location great host with a clean apartment, and decorated very nicely. Highly recommend this host for your stay while im Islamabad. Thumbs up! 👍",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Zabih,825,5,"Vancouver, Canada",nill,1,Good place,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Saleha,842,3,Pakistan,nill,1,"Washroom shower having less water,AC inverter work not properly,in past Kay home experience,today i am not satisfied",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Muhammad,0,4,2 years on Airbnb,nill,1,"it was a great place and Kay was very helpful all through out entire time. 
I had couple.of issues but kay handled it very well. Great host, easy to check in & check out, very clean & full.of art apartment it was. 
must recommend for professionals & art lovers.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Oliver,843,5,"Mainz, Germany",nill,1,"The apartment is furnished extremely tastefully and with a lot of love.  The premises are very clean and tidy, the equipment is good.  A small supermarket is directly opposite.  The G 15 - Markaz is within easy walking distance.  The Blue Area is about 20 minutes by taxi.  Kay and Raahi are wonderful hosts.  They have given us fantastic support in many ways.  The apartment is highly recommended.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Hania,831,5,"Toronto, Canada",nill,1,"The apartment was great, It was very nicely decorated and the balcony was the best part of the place! The apartment was clean but the bedsheets and duvet were quite old and had stains on it. The heater in one room didn't work. Overall my experience was nice and enjoyed the place.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Asad,105,4,2 years on Airbnb,Germany,7,"A comfortable residence with a homely vibe. Located in a peaceful, safe society. The hosts are super accommodating. Only downside is that its a touch away from the heart of the city.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ahmed,73,3,2 years on Airbnb,nill,1,The place was great. Fully stocked with the basics for the both the kitchen and the bathroom. The lock was a little fumbly but otherwise the check in and check out process was smooth. Location is a little far from most main things to do in Islamabad but its located within a pretty secure complex,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Mohsin,75,3,"Lahore, Pakistan",Australia,5,"The apartment is very homey and all the necessary amenities were there, i was especially surprised by all the bathroom products they provided, 
The apartment was clean, hot water running all the time was a blessing, 
The hosts were responsive and helpful with any queries we had, overall a comfortable stay that felt like home,
Will recommend this to all my friends who travel to Islamabad and need space to stay.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ahmed,73,3,"Riyadh, Saudi Arabia",United Kingdom,2,It was my 2nd stay. Its an amazing experience always.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Malak,844,4,2 years on Airbnb,nill,1,Best stay ever,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ahmed,73,3,"Riyadh, Saudi Arabia",nill,1,Very kind and responsive host. A great place to stay. Near to the airport. Easy to find. I would love to stay again.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Haziq,549,3,3 years on Airbnb,nill,1,best place to stay,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Umar,250,4,2 years on Airbnb,nill,1,"An absolutely fantastic place to stay at. Clean, safe and with effortless check-in process. 10/10 would stay here again. The Hosts are very accomodating as well.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Nasir,339,4,2 years on Airbnb,nill,1,"As always a great admirer of one of my all times favorite apartments. Its undoubtedly a very tidy and lovely listing equipped with everything you need. A perfect place to say in again and again, suitable for families in particular. 5 Stars",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Osama,364,4,1 year on Airbnb,nill,1,It was my first time using Airbnb and finding Ms. Kay support and apartment has been a blessing for us. I would definitely plan my next stay with them. Stay blessed 😇,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Irfan,277,5,Pakistan,nill,1,Great place for a comfortable and delightful stay. Kay is an amazing host and accomodates you in every possible way. Her place has all the facilities that you may need while staying at a place.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Junaid,19,3,"Karachi, Pakistan",nill,1,"We had a comfortable stay at Kay's place, checkin and checkout experience was smooth and hassle free. Place was lept clean, comfly and the decor was eye catching. Will definitely opt to stay there when i visit islamabad again.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Muaz,839,3,"Islamabad, Pakistan",nill,1,"Clean, comfortable and peaceful stay as always.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Salman,219,5,"Rawalpindi, Pakistan",nill,1,Great place,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Naveed,399,5,"Islamabad, Pakistan",nill,1,"A nice cozy place that hosts art and colors. Good location, however, there are not many options available for food delivery. We had a smooth self-check-in and check-out. Two issues: the bed is not very comfortable, we prefer a hard mattress and couldn't sleep well. The aircon was just fine, we had to switch on the fan to keep the room cool.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Talha,45,3,Pakistan,nill,1,"The place was well equipped, clean and very well decorated. Really love the artistic vibe of the place. 
The communication with the host was also very clear",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ahmad,15,3,3 years on Airbnb,nill,1,Awsome Stay,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Rohan,845,5,"Islamabad, Pakistan",Australia,5,Amazing play to stay,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ateeq,846,5,"Islamabad, Pakistan",nill,1,Have been staying with this host since a couple of times.. It is one of the best places in the twin cities in my opinion.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Muhammad Hamzah,847,5,United Kingdom,nill,1,"Amazing place, lots off cool art and a great place to stay 👍",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Umar,250,3,5 years on Airbnb,nill,1,Kay had one of the best places I have stayed.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Salhah,848,3,2 years on Airbnb,nill,1,"My fv accommodation n islamabad,, so clean so organized ,,  rooms are comfortable felt like home 
Me my friend we enjoyed our time ther ,,",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Sheraz,5,4,4 years on Airbnb,nill,1,"Amazing experience from check-in to check-out.
Hosts are really nice and flexible.
I needed the place earlier than their usual check-in time and they made sure of my smooth accommodation.
Would definitely use their services again.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Ateeq,846,5,"Islamabad, Pakistan",nill,1,This place is one of the best in Twin Cities and the hosts are super nice.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Umar,250,5,2 years on Airbnb,nill,1,"The place was excellent and Kay was an incredible host, always accommodating and kind.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Salman,219,5,"Rawalpindi, Pakistan",nill,1,Great place,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Nash,849,5,"Little Rock, Arkansas",nill,1,"Fantastic place: Great location esp for those /traveling/transitioning(close to airport and close to Daewoo bus terminal) or need to be between Islamabad and Pindi .
Very clean, easy check in, very secure, great communication. Thank you Kay!!",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Umar,250,3,5 years on Airbnb,nill,1,It was a great experience will stay here again,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Chaudary Sarosh,444,4,"Lahore, Pakistan",nill,1,Kay is a 10/10 host! She really came through for my last minute booking. 100% recommended,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Khizar,752,3,United Kingdom,nill,1,Overall OK,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Sheraz,5,4,4 years on Airbnb,nill,1,"Amazing and the easiest folks to talk to. It was my first experience airbnb-ing and I was flabbergasted at the smoothness.
Place was amazingly decorated. The location was breathtaking. 
Would recommend to anyone looking for some peace and quiet and I sure as hell going to use their services again.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Nasir,339,5,2 years on Airbnb,nill,1,I personally consider Kay’s listing as a benchmark for all other listings (to the extent i stayed in or know about)  on Airbnb in Pakistan.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Furqan,509,4,"Karachi, Pakistan",nill,1,It's been a great experience staying at this place. I'd certainly stay again in future.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Abdul,297,4,7 years on Airbnb,nill,1,"it's an amazing place, outside the city though, which is the only downside to it. Otherwise, great host, place and the amount of decoration, they've made sure you have a great time here.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Cici,850,5,"Ningbo, China",nill,1,"Beautiful house, very close to the airport, very close to the city, the neighborhood is very new, the room is also very new and clean, as soon as I walked in, I can see that the host is a tasteful person, I had a very comfortable stay on the first night in Fort, Kay is a very nice person, very responsive to my requests, I hope to stay here again next time I have a chance to come to Try",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Jamil,851,5,"Woodbridge, Virginia",Germany,7,The only thing I can say that whatever I visit Islamabad I will stay at Kay place.,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Talal,852,4,5 years on Airbnb,nill,1,"We stayed here for 3 days. The apartment was clean and well stocked. The host was responsive and responsible. The building was clean and safe. The only thing to consider is that it could take a while to drive to the main city centre. That being said, the stay was really nice. Would definitely want to be back someday.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Taimur,512,3,"Sheridan, Wyoming",Australia,5,Really nice and calming place,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,John,153,3,"Kifisia, Greece",United Kingdom,2,"As mentioned in a previous review, this is an amazing place for those looking for something outside the city centre and closer to the airport. Checking in was effortless and the apartment was spotless. All the amenities one could require are already provided. Communication with the host is swift. Highly recommended experience.",Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Maha,200,4,4 years on Airbnb,nill,1,The stay was smooth. The artwork and balcony are definitely a big plus. It’s a cute little peace corner for visitors. The place was extremely clean and the host was very polite and prompt with communication. Had a lovely time. Will definitely be staying again!,Low
*ALL NEW* 2BHK Fernweh Art Home,44,https://a0.muscache.com/im/pictures/b3b501c7-e62e-4d72-8675-de0ef74da072.jpg?im_w=720,4 guests ·,2 bedrooms,2 baths,30,4,F-6,Hosted by Kay,4.9,4,Nasir,339,4,2 years on Airbnb,nill,1,A perfect place to stay. I rank it on the top of the list of best stays and experiences ever.,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Iqbal,853,3,"Lahore, Pakistan",nill,1,"I recently stayed at this B&B and had a really pleasant experience. The location was great – in a quiet neighborhood but still close to everything I wanted to do.
The amenities were as advertised, which was nice. The rooms were comfortable, and the common areas were cozy. Everything was clean and well-maintained, which is always a plus.
The staff was friendly and helpful, which made the stay even better. They were there when I needed them but also gave me space to relax and enjoy my time.
Overall, it was a solid choice for accommodation. If you're looking for a no-fuss place with a good location, accurate amenities, cleanliness, and friendly staff, I'd recommend giving this B&B a try.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Adeal,854,3,"England, United Kingdom",nill,1,"This place was awesome, more than catered for all our needs and the staff were super responsive and helpful. 
The pictures don't do it justice, the apartment is larger than it looks in the pictures which was a great surprise and the building security is great.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Sheryar,855,4,"England, United Kingdom",nill,1,Wonderful place great service.  100% recommendations to anyone whom is looking for looking for private time with family and friends in a peaceful and calm place,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Rebal,577,4,"Lahore, Pakistan",nill,1,"Best place to chill and relax after a long day. Its cozy, comfortable and upto the mark.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Ibrahim,316,5,"Farmingdale, New York",nill,1,"Our stay at this Airbnb was wonderful. The cozy atmosphere of the apartment instantly made us feel at home. The host was friendly and accommodating, and the location was perfect for exploring the charming neighborhood. The caretaker of the Airbnb was incredibly welcoming and helpful throughout our stay. We loved every moment and would definitely stay here again!",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Ammar,279,4,United Kingdom,nill,1,"Check in was smooth and stay was enjoyable especially Pool Table really kept us all occupied for hours. That was our main highlight. 
We only had issue with drainage system while showering which we believed was not fixed or wasn't raised by anyone who lived in that property previously. 
But we were given the blame that we somehow did that drainage issue, even when we were leaving after checking out, one of the staff member stood Infront of our car that we broke their drainage system and won't letting us leave and we found that experience quite weird.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Azeem,645,5,United Kingdom,nill,1,"I stayed with my family in this beautiful apartment in January.. this is very cold time of year in Pakistan. athe heating was fantastic, apartment was clean and the host were always a phone call away for ay query I had. I would highly recommend this place.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Usman,39,3,"Chicago, Illinois",nill,1,Assad’s place is truly a great find. It is equipped with all the necessary amenities and was perfect for a family vacation. We were all traveling from around the world and everyone loved the place. Will definitely be coming back soon!!,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Farhan,87,3,2 months on Airbnb,nill,1,Stayed at this place for only a night but it was a great experience overall. The location is great and the place is neat and clean. The host made sure our one night stay remains memorable.,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Naveed,399,4,Australia,Australia,5,The place was great we had great fun at place with my family and pool table made it more better.,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Feraz,856,5,"London, United Kingdom",nill,1,"great, job done place.
needs abit of modern updating but for a overall worth it",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,F-6,Hosted by Assad,4.94,7,Zain,141,4,"Luton, United Kingdom",nill,1,"excellent communicaton, apartment is exactly as described in pictures and kept clean. outside building does look rundown but don't let thatput you off. Great location, close to all major land marks and shopping areas. 10/10",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,Bahria Town Phase 8 - Rafi Block,Hosted by Assad,4.94,7,Sufiyan,857,3,2 years on Airbnb,nill,1,"Parking issue because only 1 car is allowed to park the car inside, the lift is not in a good condition, but the apartment was absolutely amazing. 
10/10 in cleaning, accessibility, aesthetics, bathroom & kitchen.",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,Bahria Town Phase 8 - Rafi Block,Hosted by Assad,4.94,7,Hassan,6,5,"Reading, United Kingdom",nill,1,"beautiful place to stay and the Apartment was really Luxury and relaxing . 
really clean place and peaceful 
the host was really Professional abd helpful.  
I will highly recommended this place",Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,Bahria Town Phase 8 - Rafi Block,Hosted by Assad,4.94,7,Haroon,76,5,"Crawley, United Kingdom",nill,1,From start to finish the host was very helpful and reliable. Any issues I had were addressed to straight away. The apartment was as described and pictured. Very pleasant stay will definitely be using this exact place again in a few months to come if still available.,Low
Flamingo Grand Apartments,45,https://a0.muscache.com/im/pictures/095d9ac3-a01d-453d-b7f7-e28d30a80e88.jpg?im_w=720,7 guests ·,3 bedrooms,3 baths,80,25,Bahria Town Phase 8 - Rafi Block,Hosted by Assad,4.94,7,Osman,858,4,"Geneva, Switzerland",nill,1,"The apartment is one of the best we found in whole Pakistan. We came from Europe and we expect high standard for paid services. We appreciated the cleanliness and the decoration. All ACs were working fine, the bed sheets were clean, all the toilets were clean. We were happy to go there after long day trip visiting Islamabad and we slept well. Thanks",Low
